user;Comment;Label
erwyn_leboy; Huahahahahahahaaaaa cilik ndasmu;CYBERBULLYING
fial_januar; Ga nangis lagi bu BBM naek nih CUAKS;CYBERBULLYING
siyogalagih; Wong cilik koq pake kursi futura, dicoverin pula ðŸ˜’ðŸ˜©ðŸ˜;CYBERBULLYING
BrownSquirrel31; Itu kursi sama mejanya centil amat pake gaun putih mbak rara?;CYBERBULLYING
ekonombayaran; Maaf, wong sandal jepit klo di warung minumnya bukan Aqua botol tapi teh tawar biar gratis;CYBERBULLYING
Laksanabcdefg; Ini akun official bukan sih? Kok reply nya ga ada buzzer;NON-CYBERBULYING
J073r; wes ora iso model ngene saiki bu..;NON-CYBERBULYING
nasuchaa_; Reneo tak samplong sandal jepit wae;NON-CYBERBULYING
miqbalsuhara; Why;NON-CYBERBULYING
tiaaapphari; Bagusan makan di warung bakso si kata aku mah;NON-CYBERBULYING
echanaut; Halah;NON-CYBERBULYING
arolis_y; Maaf bu ya...klu kalian partai wong cilik ibu nggak matiin mic,ibu aja nggak dengar jeritan wong câ€¦ https://t.co/h1itOhGEN2;CYBERBULLYING
ragakrnwn; Ciyus miapah;NON-CYBERBULYING
rfqoct; ÎŸÏÏ„Îµ ÏƒÏ„Î¿ Î³ÏÎ±Ï†ÎµÎ¯Î¿, Î¿ÏÏ„Îµ ÏƒÏ„Î¿ ÏƒÏ€Î¯Ï„Î¹, Î· ÏƒÎ·Î¼ÎµÏÎ¹Î½Î® ÏƒÏ…Î½Î¬Î½Ï„Î·ÏƒÎ· ÏƒÏ„Î¿ ÎºÎ±Ï„Î¬ÏƒÏ„Î·Î¼Î± pecel. Î“Î¹Î±Ï„Î¯ Ï„Î¿ Î¼Î±Î³Î±Î¶Î¯;NON-CYBERBULYING
18frz; ðŸ¤®;NON-CYBERBULYING
agungistantop; mulai pansos, tp ga ada guna. mulai merakyat taunya 2024. jika banteng naik lagi, rakyat tak berarâ€¦ https://t.co/N24q3hHUyK;CYBERBULLYING
doremi_famireza; mana ada partai bela wong cilik ðŸ¤£;NON-CYBERBULYING
marsyamsuddin; si paling warung;NON-CYBERBULYING
Andikasusilo512; Gimpiii jgn harep cari simpati rakyat kecil ....2024 tengelam partai kamu;CYBERBULLYING
emeleen_n; Lelah sekali, dari tadi mencari yang pro tapi belum ketemu;NON-CYBERBULYING
kaamals_; contoh nyatanya apa ya?;NON-CYBERBULYING
doremi_famireza; kenapa warung? yakarna mau nyalon;NON-CYBERBULYING
muhh_hafidz; TENGGELAMKAN PDIP 2024;CYBERBULLYING
DINIFAZATUN; Wkkwkwkw;NON-CYBERBULYING
suryoptr; Miya skin legend https://t.co/cnfzt39dej;NON-CYBERBULYING
doremi_famireza; ibu puan biasanya lihat sesi komen apa endak? udah tau ga ada yang percaya kok masih ngeyel;NON-CYBERBULYING
koko_dhoni; Mbak  masih perlu belajar pasang baliho sama @cakimiNOW tho?;NON-CYBERBULYING
Buang_waktu_; Giliran rakyat di depan gedung sendiri malah g mau menemui dan malah merayakan ultah huehehehe;NON-CYBERBULYING
ultraskapalapi; yang benar kamu?;NON-CYBERBULYING
iqblalhfdz; Hiayin aja ah;NON-CYBERBULYING
akununfaedah1; Terpantau arahan ke buzzer utk narasi melepaskan image buruk pdi dari kader2nya, padahal kader yaâ€¦ https://t.co/rULrTcKSn4;NON-CYBERBULYING
andriank58; asa teu kieu meja na da;NON-CYBERBULYING
YosiPra; Warung pecel apa yang nyediain duren?apalagi duren kualitas mahal;NON-CYBERBULYING
sitiimd; Wkwkwkwk wong cilik tapi marai mumet;NON-CYBERBULYING
DaulatNegeri; sedang berhalusinasi apa sedang ngelindur, bu?!;NON-CYBERBULYING
GrumpyOldMayn; Iyee,sambil lempar2 kaos tanpa lihat siapa yg menerima...indahnya jd penguasa,apa saja sah ....;CYBERBULLYING
dhadhal13; kakean cliwik bune;NON-CYBERBULYING
4givefor; warung elit ini mah, pake duren segala;NON-CYBERBULYING
1001Alasan_; Warungnya dmn ya Bu? Spill dong;NON-CYBERBULYING
msnv19; Ngaku wong cilik tapi ga pernah jadi wong cilik;NON-CYBERBULYING
NagitaSlamila; Affah iyyahhh;NON-CYBERBULYING
bandhar_; Partai wong cilik tapi kok pas ada demo ibu malah ngerayain ulang tahun (??;NON-CYBERBULYING
imakindp; https://t.co/cLhoD9omJC;NON-CYBERBULYING
oregadegati; sekedar mau nanya..prestasi mereka berdua yg mencerminkan kebijakan mereka utk wong cilik apa????â€¦ https://t.co/6IRRN79IL9;NON-CYBERBULYING
Titik_Kecil212; Matiin Mic itu Wong Cilik apa Wong Licik Sech...;CYBERBULLYING
AanNaslan; Ada durennya, duren mahal lho bagi rakyat jelata ðŸ˜‚;NON-CYBERBULYING
zhaqirhussein; Memanfaat akar rumput saat pemilu sj...ðŸ˜ƒ, Hbs kepilih buat program manis2 he..he..he..;NON-CYBERBULYING
yedina8; Tapi wong cilik kalo makan siang di pecel lele makanan penutup nya bukan durian bu puan, soalnya mâ€¦ https://t.co/DhulnBH8Sr;NON-CYBERBULYING
BmkgSobat; calon presiden ðŸ˜Ž;NON-CYBERBULYING
lockeyforgers; Your head wong cilik;CYBERBULLYING
Malikafifrojti1; Mohon teman-teman netizen berhati hati atas segala tindak pencitraan para elit hehee, dan bisa menâ€¦ https://t.co/Ve0NN21O0v;CYBERBULLYING
DaunAkar; Dukung puan jadi capres;NON-CYBERBULYING
biskuat__; ðŸ™„ðŸ«¤;NON-CYBERBULYING
bocahbiasa123; Mbak rara;NON-CYBERBULYING
rizqicavalera; Mbelgedes...;NON-CYBERBULYING
penikmatdramaa; Buseett didekor gituu warung pecelnya ðŸ«¢;CYBERBULLYING
edhoaffandy; Selama aku jd wong cilik, gk pernah makan di warung pecel yg taplaknya bersih kaya gitu ðŸ˜­ðŸ˜­ Tolongâ€¦ https://t.co/bHSyCHpGGR;NON-CYBERBULYING
Raihanazzzh; Afah iyah kidss?;NON-CYBERBULYING
odirezaaa; ora pengin ngerti blass;NON-CYBERBULYING
Mudjibur_Rohman; Energi perjuangan ? https://t.co/6hxfsMB7eq;NON-CYBERBULYING
alde_moeleh; Sopo iki?;NON-CYBERBULYING
AzrilRafisqi; Tanda2 pilpres. Wong cilik lgi viral.;NON-CYBERBULYING
Jllsy08; MenujuPilpres2024.;NON-CYBERBULYING
MamduhJamaludin; Wong cilik kok taplak mejanya ga ada bekas tumpahan kopi pait.;CYBERBULLYING
david_may_cry; Keberhasilan Jokowi bukan berarti keberhasilan PDIP, di partai PDIP orang segan sama jikowinya bukâ€¦ https://t.co/WN1i1NgO8m;NON-CYBERBULYING
HarryF18854160; Saya tetap Ganjar, No Ganjar  Golput;NON-CYBERBULYING
reveuseisme; Wong cilik apane;NON-CYBERBULYING
DoniJefri;" Jangan sampai mereka mengajukan...bakalan banyak golput,  ""dalam hati emang gue pikirin gitu kan bu??";NON-CYBERBULYING
katasenjaa__; tau aja bentar lagi pilpres pendekatan ke rakyat kecil ya bu. bukan orang partainya yang kecil tapâ€¦ https://t.co/KqZSu3CXC3;NON-CYBERBULYING
masihnooob; afh iyh;NON-CYBERBULYING
muhammadghema; Owalah buah e wong cilik ki duren to ðŸ˜‚ https://t.co/OJSGpIuJ0u;NON-CYBERBULYING
R1AN4471; https://t.co/CThZf4mHqS;NON-CYBERBULYING
Secangkirrasa1; Salah satu dosa terbesar di tahun 2022 adalah percaya dgn para pejabat partai!;CYBERBULLYING
Aditya96622218; Pencitraan Mulu si puan ini. Prestasi mah NOL BESAR. Cuma bisa ndompleng nama kakek sama emaknya aja;CYBERBULLYING
clingyhoney; Bu buka jasa marketing branding ga? Aku bisa bantu branding bu kalo dananya sesuai hihi kureng nih yg buat contentnya.;NON-CYBERBULYING
PutraBachtiar9; Makan terosss gak kenyangÂ²;NON-CYBERBULYING
GeRamlan; Y;NON-CYBERBULYING
solichinku; ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥Wuiiih ada durian.....jadi inget apa gitu...ðŸ¤”ðŸ¤”ðŸ¤”;NON-CYBERBULYING
dauinese; kebacut curuuuuuuut pandita ratu puan;CYBERBULLYING
IlhamIbrahiim; Lu sok asik bangs...;NON-CYBERBULYING
be_robe4; ((energi perjuangan)) wkwk dahlah, takut ada kang baso we depan rumah;NON-CYBERBULYING
dayday1005; Akar rumput buat sapi bu ðŸ¤£ðŸ¤£ðŸ¤£;CYBERBULLYING
txtdrgusti; Pecel e kok njikuk dewe bu? Dan nggawe gapitan? Biasane nganggo garpu sing di gapit karo jempol e mak mak sing dodolan;NON-CYBERBULYING
sapu_kelud; Eek kucing gemlinding Dobol nding;CYBERBULLYING
Frozenblue19; Dunia tipu tipu;NON-CYBERBULYING
ocukam; https://t.co/kfMAaUgMZs;NON-CYBERBULYING
Jamalisasi; dibaca ya buuuu balasaan tweetnya..;NON-CYBERBULYING
septiano_sinyo; Mic aj di matiin;CYBERBULLYING
skyleriswhore; warung pecel di jerman aja ga se formal itu mejanya;NON-CYBERBULYING
itssecretbabyyy; Mau ketawa ngik ngik boleh nga? ðŸ™Š;NON-CYBERBULYING
RioAlexand1; kalo anggota lagi bicarain wong cilik kenapa mic nya dimatiin bu? nanya ðŸ™ðŸ¿;NON-CYBERBULYING
FahraziAhmad; Partainya wong cilik Pengurusnya wong sugeh.. Tjok.!;CYBERBULLYING
Marsyupilamhi; Haha butuh rakyat juga ya bu? ðŸ¤£;NON-CYBERBULYING
AQUWAH_; Jijiksumpah ðŸ¤­ðŸ¤­ðŸ¤­;NON-CYBERBULYING
fahmiRmdni; wong cilik kalo makan gaada yg fotoin kualitas HD;CYBERBULLYING
ripbotttt; wong chili mah alexis shancez buðŸ™;NON-CYBERBULYING
diggie_19; bu tolong kadernya kasih tau ya. kalo pasang spanduk ibuk jangan asal pasang. Masa masang dipagerâ€¦ https://t.co/nZnqphtptl;NON-CYBERBULYING
ismaileko_; Alaahh BULLSHIT WONG CILIK LU MAH;CYBERBULLYING
AsmarNurilQolbi; Tp jangan punya menantu tukang bakso lhoooo....;NON-CYBERBULYING
awibowo___; Wong cilik???? Udh ga laku kali jualan partai wong cilik ituu;NON-CYBERBULYING
mahfudhadzi; Berak;NON-CYBERBULYING
YosLila; Partai sandal jepit jelang pilpres Partai sepatu Bally usai pilpres Partai warung jelang pilpres Pâ€¦ https://t.co/1OUzXNy5i1;NON-CYBERBULYING
hm4hdi; Ini konsultan polmarknya pecat aje..;NON-CYBERBULYING
iihsade; Ah masa? Kemarin Bu Mega pas minyak goreng langka malah nyalahin ibu2 yg klo masak mostly digorengâ€¦ https://t.co/bc41hWTrBn;NON-CYBERBULYING
Kolongmeinside; warung pecel ngendi kui bang apik tenan;NON-CYBERBULYING
Ara_Evaendy; Wong cilik gk mikir beli diwarung mewah gtu bu..;NON-CYBERBULYING
_bingar; â€¦.???;NON-CYBERBULYING
elhadhramiy; Selama masih ada wong cilik, berarti PDIP gatot menyejahterakan rakyat, n juga selama ini berartiâ€¦ https://t.co/szJkIsDbI3;NON-CYBERBULYING
Halim25434373; Baru makan diwarung dibilang Wong Cilik. Baru jadi Gembel sehari dibilang wong cilik.;CYBERBULLYING
Elang1Putih; Nyang bener partai wong cilik? Kok kagak nangis waktu BBM dinaikin??;NON-CYBERBULYING
tyok5481; Warung tugu monas  bligo bu.wkkkk;NON-CYBERBULYING
Aparuya1; Bu plis nyalon ya 2024, biar tau rasanya gak di pilihðŸ˜š;NON-CYBERBULYING
ucingan_euy; Wong cilik apa wong cilik?;NON-CYBERBULYING
farh_fwb; pengen komen takut ilang;NON-CYBERBULYING
iwank_face; Partai yg memanfaatkan wong cilik maksudnya ya?;NON-CYBERBULYING
JefryGigih; Ngga usah ngomong akar rumput. Itu warung juga bukan representasi wong cilik kok.;CYBERBULLYING
MamanyaTom; Dih wong cilik https://t.co/sQKKtiGjly;NON-CYBERBULYING
Rudi_0806; ðŸ¤£ðŸ¤£;NON-CYBERBULYING
mamamamabiasa;" skrg wong cilikk nya sdh pada pintar dan tau mana yg betul"" berpihak ke wong cilikk dan mana yg seâ€¦ https://t.co/UYShksDGCZ";CYBERBULLYING
Thoel01185552; kok gak di warung bakso;NON-CYBERBULYING
thoat_Choirudin; captionnya oohhh sangat tidak relevan;NON-CYBERBULYING
notyourfriendzs; TAI ANJING;CYBERBULLYING
Rahma431236834; Setting tempatnya kurang natural, 5/10 lah buat tim penata nya.;NON-CYBERBULYING
frnndo00; wong cilik wong cilik tp kok bdan makmur;CYBERBULLYING
Hasianmu__; Bacot;CYBERBULLYING
notyourfriendzs; Tai kucing;CYBERBULLYING
rrnisa2; pecel wong cilik itu gpake kain putih bersih,, gt aja gagal...;NON-CYBERBULYING
dirawibi; Sumpah cringe ðŸ˜¢;NON-CYBERBULYING
notyourfriendzs; Tai;NON-CYBERBULYING
ehdanar; Noted bu ðŸ™;NON-CYBERBULYING
NUTRIHELL; https://t.co/sSEgds8SOG;NON-CYBERBULYING
satriabaja316L; Gagal cosplay mba wkwkwkwk;NON-CYBERBULYING
rahdanim; Yaelah makan pecel doang juga! Mana makanny diresto itu, coba makan dipinggir jalan lesehan, desekâ€¦ https://t.co/PKUrDzQIZJ;NON-CYBERBULYING
hariispandana; Bacot, dah bener jadi pawang ujan aja gausah aneh2, kita2 ini udah pada pinter gakan percaya sm ngâ€¦ https://t.co/qg023N4kl2;CYBERBULLYING
yofficial_; Kok ora ngeluh bbm mundak bu? Lia liane yo melu mundak bu kok anteng wae;NON-CYBERBULYING
telor_daduar; Warung pecel lele ya mejanya plastik good day.;CYBERBULLYING
Ihihihiy; Tai anjing;NON-CYBERBULYING
irfanovikh; Wes jeleehhh umpan lambunge gor koyo ngono teruss.. pakar  matiin mic;CYBERBULLYING
makhluk717; Kok gak malu ya;NON-CYBERBULYING
asiaonenews; pembohong kelas wahid dan penuh pura pura, loe ngga bakalan jadi presiden pokoknya colekâ€¦ https://t.co/4Q7AgRUJlt;CYBERBULLYING
Fahmi_abro; Saran saya matikan kolom komentar ðŸ¥º;CYBERBULLYING
fckphuz; Wong cilik sing kepiye?;NON-CYBERBULYING
TamaBaseG_DJJ; Tut....;NON-CYBERBULYING
CakYulius; Bukti tak terbantahkan klo wong cilik bisa memakmurkan wong gedhe.;CYBERBULLYING
Rglhks; Aku cuma bisa bilang...   Aamiin Ya Allah. Kita sama2 lihat saja ya kedepannya seperti apa, kelakâ€¦ https://t.co/nsiwHCYMBw;NON-CYBERBULYING
YusupIs30828371; ðŸ˜ƒðŸ¤£;NON-CYBERBULYING
S4N_W1B1; Yen ora TUGIMAN ora Nyoblosâ€¦.!!!.;CYBERBULLYING
JoeArifiando92; https://t.co/MJg5GBcrMV;NON-CYBERBULYING
Elghazalie; Apa pernah jadi wong cilik mbak puan?;NON-CYBERBULYING
diikalesmana; ngga ada malunye, masih aja ngomong partai wong cilik wong cilik. hahaha heraan;CYBERBULLYING
azka_sa; 2020 2021 ngga bikin twit kaya gini bu?;NON-CYBERBULYING
txtdaririfky; afh iyh?;NON-CYBERBULYING
adan_asar; Saya akan pilih PDI kalo nyalonkan AHY;NON-CYBERBULYING
ngga_hangga; Warung pecel tapi mejanya bukan meja warung pecel;CYBERBULLYING
AdeNursaadah; Maaf, mba... Saya dulu milih partainya mba karena berani mengusung seorang petugas partai bernamaâ€¦ https://t.co/FVn1lNtDLl;NON-CYBERBULYING
Ardiiansh; partai wong stress;NON-CYBERBULYING
RisnaShop2; Pretttttttt wong cilik;NON-CYBERBULYING
windflower915; https://t.co/sTWZlxFYQm;NON-CYBERBULYING
dimasadefghijk; Nandi ono hajatan bude?;NON-CYBERBULYING
akucintavakorea; Yg jual canva murah dong mna;NON-CYBERBULYING
Ivan_ibanezz; Pencitraan mh di mana saja bebas bu, di gorongÂ² pun bisa;CYBERBULLYING
A__W__T__; Wleowleowleo;NON-CYBERBULYING
Umyka__; Tai kucing;NON-CYBERBULYING
tegaremyuuu; Cilik apa celek;NON-CYBERBULYING
anditjiptoyoe;" Your mouth! Kebijakan jauh dari kalimat ""partai wong cilik"" bgst";CYBERBULLYING
Rino10_; perjuangan apaaa? Nangis karena bbm naik kah yang mengakibatkan wong cilik tambah susah.;NON-CYBERBULYING
jala_ramadhan; Bermipilah jadi penguasa atau presiden selama emak mu masih hidup tpi ingat jgn korbankan rakyat dgn piala citra;CYBERBULLYING
trioebo; btw warung pecelnya keren bu, keliatan bgt merakyat.. seperti warung2 pecel pada umunya buat rakyat kecil;CYBERBULLYING
kakarindingan; Wong cilik dan wong sendal jepit, yang menangis saat BBM naik dan hidupnya semakin terhimpit...;CYBERBULLYING
FaizaMardz; waaah partai @sandalista1789 dapat saingan sama Mbake wkkkk;CYBERBULLYING
edgypab; wong cilik gimane, lo lo pada lahir ude kaya. kenapa warung pecel? ya buat ngambil hati orang jawa;NON-CYBERBULYING
FPI87932287; Wkwkkwkw.....puan puan sok ngerakyat lu,semua orang juga tau kalau lu hanya akting doang;CYBERBULLYING
Fachrizantria; Mangan pecel meja kursi sarungan tapi gawaÂ² wong cilik. Cari simpati wong cilik terus.;CYBERBULLYING
topimiring72; jangan pernah hianati konstituen PDIP yg mayoritas menginginkan GP jadi capres mbak ðŸ™;NON-CYBERBULYING
azizlefran22; 2024 no partai banteng merah!!!Â¿;CYBERBULLYING
ariyasetiawan7; ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
Nagabonar_21; Mbak Rara siapanya cak Imin ya ?;NON-CYBERBULYING
Ahmadreus5; matamu i wong cilik;NON-CYBERBULYING
acisnuna; https://t.co/OpTLntj2Oe;NON-CYBERBULYING
Muis16858161; Lagi ngelindur kah????;NON-CYBERBULYING
Sandystarkjr; Minimal sedekah dulu lah boskuu https://t.co/zKqXVzP2cp;CYBERBULLYING
yourlovelymanly; Ngomong apaan sih lu.;NON-CYBERBULYING
ojanooo; Tru kah???;NON-CYBERBULYING
danigaluh; https://t.co/8KcIdeuTxH;NON-CYBERBULYING
radclifdt; Lawak;NON-CYBERBULYING
Solo_Sakjose; SI PALING WONG CILIK;NON-CYBERBULYING
oktesiabella; Sudahi bu. fokus aja sama tugas hari ini sebagai ketua DPR RI. Biarkan orang lain yang menjabat seâ€¦ https://t.co/lKblkxmZ9I;NON-CYBERBULYING
dzurotunnafiah1; Affhh iyah buk?;NON-CYBERBULYING
mbambangazhari; Sorry, alas kaki gw gak sendal doang;CYBERBULLYING
tekaer; @MuhammadiyinGL coba mana foto yg pake sandal jepit;NON-CYBERBULYING
ahmadi4_rijal; Tempat makan warung pecel kami kursinya gak di bungkus kain putih mbak. Mejanya juga gak kayak gitâ€¦ https://t.co/txWhGrPaxP;NON-CYBERBULYING
maujadisupermie; affaiya?;NON-CYBERBULYING
hey__kamu; Omong kosong;NON-CYBERBULYING
Rull_Penty; https://t.co/mqEEgwJZna;NON-CYBERBULYING
trichadi; Hehe..;NON-CYBERBULYING
candrawa08; paling benci kalo ni partai udah ngomong mengatasnamakan wong cilik,yg ada mengatasnamakan wong liâ€¦ https://t.co/bFVtOgVZpy;NON-CYBERBULYING
yozinasdi; https://t.co/zCxTiqSKAb;NON-CYBERBULYING
Toean_J; Semv**k;NON-CYBERBULYING
Alasyar45285838; Wong cilik kalau mau pemilu. Kalau udh berkuasa mihak ke wong gedeðŸ˜;CYBERBULLYING
etebeee; mbak Rara mangane akeh yoo;NON-CYBERBULYING
anaksholeh666; @MuhammadiyinGL bayar parkir tidak?;NON-CYBERBULYING
saiji_tri; Wong cilik ki mangan pecel nang warung model ngene, gak enek dessert duren e wkkwwk https://t.co/gmhUuKyqQS;CYBERBULLYING
moch_bibim; Mangane Ngunu iku entek opo ora  ? Wkwkw;NON-CYBERBULYING
maungbandung76; Durian nya enak banget tu mba;NON-CYBERBULYING
hellisheavenbil; mbak rara humble banget emang orangnya;NON-CYBERBULYING
Lyorarionn; Tapi dessert duren?ðŸ˜­;NON-CYBERBULYING
Tertamaaa; Partai wong cilik? WKWKKW LAWAK KALI BELIAU;NON-CYBERBULYING
suaraminoritas_; peniPUAN;NON-CYBERBULYING
txtdrimedia; nasinya dihabisin ya ga boleh buang-buang nasi. kasihan loh para petani hujan-hujanan nanam padi;NON-CYBERBULYING
724118f30d45419; He eh iyo sak karepmu seng penting mic nya ga di matiin aja ðŸ˜‚;CYBERBULLYING
mugentsukoyomii; Iya iya, kalo saya dpt jabatan ente dpt suara ðŸ‘Œ;NON-CYBERBULYING
Agoespram_1908; Jagoan saya pemilu 2024   Jendral Andika Perkasa;CYBERBULLYING
disfodan; Begitu sulit lupakan Puan apalagi Puan baik. Begitu susah cari gantinya, cukup dikenang saja;CYBERBULLYING
ysfolin; Buku kenaikan bbm kemana bu? Lupa ya;NON-CYBERBULYING
kecambah_kacang; Wong cilik?! NgakakðŸ˜‚ðŸ¤£ðŸ¤£;NON-CYBERBULYING
meduusad; g nanya;NON-CYBERBULYING
AlitNahraf; Bacot goblog;NON-CYBERBULYING
ysfolin; Mana ada tukang pecel pingir jalan kaya gitu, kalo bener pecel wong cilik mh mejanya juga gambar teh pucuk;CYBERBULLYING
soepriansyah; Satu kata bwt ibu p yg terhormat.,pencitraan.;CYBERBULLYING
alifudin2510; Kalau g*bl*k jangan di punyai sendiri bgs*t;CYBERBULLYING
rahmi_12; Kok ada y yg gk malu ngaku2 partai wong cilik,pdhl partai dia,partai yg lg berkuasa saat ini,tebel bner dah tuh muka;CYBERBULLYING
BobotohnaTV; Partai wong cilik , PODOL APU !!!  #tenggelamkanPDIP;CYBERBULLYING
NyukSi2; Booking warung cuma buat pemotretan ya bu?;NON-CYBERBULYING
ysfolin; Biar keliatan wong cilik, giliran bbm naik ga ada drama nangis lagi;CYBERBULLYING
irenerren; idih;NON-CYBERBULYING
nixies_; Lagi lucu lucunya ðŸ˜‚;NON-CYBERBULYING
bingagunghp; taexxx tokkk;NON-CYBERBULYING
muqoddam_313; Jadi inget JULIARI BATUBARA bansos itu untuk wong cilik kan ?;NON-CYBERBULYING
oshussy; Mana ada warung pecel wong cilik dilapis taplak kondangan;CYBERBULLYING
GangguanJawa; @JayaAch PDI kemaren kok gak turun ke jalan buat demo bbm ?;NON-CYBERBULYING
huseinnfrn; https://t.co/Ns6Zzhjf5p;NON-CYBERBULYING
txtdrtagrill; Wkwkw mana rung?;NON-CYBERBULYING
yudhibaswara; Wong cilik ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ Sandal Jepit ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/bkCMGKUkcN;NON-CYBERBULYING
kakangohan; prett;NON-CYBERBULYING
antitrust_01; Maaf kak, sepertinya butuh tim branding yg lebih teliti deh;NON-CYBERBULYING
bagaskind; partainya wong cilik https://t.co/rCQIHVqdkn;NON-CYBERBULYING
abcataddict; bohong bgt;NON-CYBERBULYING
rianprayoga32; Pecele wong sugih wi Bu, jajal nek mbah mursinem baru wong cilik pean;CYBERBULLYING
acan2024ab; 99% komentator muak liatnya...ðŸ¤­ðŸ¤­ðŸ¤­ mikir dong mba rara;CYBERBULLYING
rotatimu; Ada mau sj, jk begini pd wong cilik ya mbak?:(;NON-CYBERBULYING
chizznanda; Baru pertama kali liat, warung nasi pecel yg mejanya kyk meja kursi di kondangan;NON-CYBERBULYING
MuhNurulHuda; Wong cilik huahahahahahahahha bercanda;CYBERBULLYING
awrakin; wong cilik yang mana mbak?;NON-CYBERBULYING
tri_jabroni; Itu warungnya pake green screen ya bu?;NON-CYBERBULYING
bimosusilo__; Bekicot ngombe susu;CYBERBULLYING
uliyaaul; Kalo makan di warung juga WayV bisa bu, bikin warung sendiri pula;CYBERBULLYING
Soetriezz_78; udah, kalian cocok.  gausah cari pasangan lain, kalian sudah cocok.;NON-CYBERBULYING
dahhhbocahh; Pecel lele âŒ Pecel duren âœ…;NON-CYBERBULYING
uwakbirong; Caper kali sepupu jindan;NON-CYBERBULYING
malevolentsan; luhk gwe liatÂ² asik banget orangnya sokin la sini warkop;CYBERBULLYING
Juun124; Bangus bangus bangus;NON-CYBERBULYING
Ryozigend; dulu sy pilih PDIP karena capres nya pak jokowi, klo bkn beliau sy golput di pileg.;NON-CYBERBULYING
ihsanfirds; padal tiap hari di DPR duduknya samping2an wkwkwkw;NON-CYBERBULYING
azzmhr14; Hehehehehehheheheheh lucu;NON-CYBERBULYING
vshelina; O;NON-CYBERBULYING
abby_amr; Awal manis kalo udh jdi mlah menindas,;NON-CYBERBULYING
call_threetimes; Nyenyenyenye;NON-CYBERBULYING
yuvyan0; pecel mana yg ada duren;NON-CYBERBULYING
kopihya; Nyinyinyi;NON-CYBERBULYING
bentos69; PDIP terkenal mengusung calon calon terbaik,makanya pileg dan pilpres banyak pemilihnya,untuk kaliâ€¦ https://t.co/987TDK2kup;NON-CYBERBULYING
Rmramadhan31; Budhe mu wi lho @mas_kartini;NON-CYBERBULYING
ervanramdani3; #PUANFORPRESIDENRI;NON-CYBERBULYING
unggas224; Cukuplah kami makan pencitraan2 yg seperti ini...mengatasnamakan wong cilik sebagai alat pendulangâ€¦ https://t.co/aCF3Ppognd;NON-CYBERBULYING
Day03Milan; Sya beli nasi pecel di warung tdak pernah ada taplak putih bersih bgini bu Apakah ini kbutuhan foto sja?;NON-CYBERBULYING
Kapalolu; Wong cilik pake sendal jepit merek LV ya bukan macam kita yg pake sendal SWALLOWâ˜º;CYBERBULLYING
atoillah528; Wong ndep kue udu wong cilik;NON-CYBERBULYING
Anggit_wang; Wong cilik tidak bersama Wong LICIK;CYBERBULLYING
Sarsw93; Kenapa makan di warung perlu di highlight ? Is it an uncommon/special thing for makan di warung ?â€¦ https://t.co/6kxIacXBMH;NON-CYBERBULYING
ariefrahmanovic; Klo beneran mau merakyat, warung pecelnya nggak perlu didekor kaya pesta kondangan gitu dong Bu. Bâ€¦ https://t.co/wYMVvdZlXQ;CYBERBULLYING
ritageulis; Mamamnya sego pecel,cuci mulutnya musang king...;CYBERBULLYING
CYFat; Wong cilik didaya guna wong licik;CYBERBULLYING
Artefakumba; Eh ini warung pecel mana bu? Kayanya keliatan mevvah, di setting dulu ya? Apa pake cgi itu backgroundnya? Xixixixixi;NON-CYBERBULYING
endelz5; kadang sy berpikir..seandainya sya anak ato ccu sukarno apakah nasib sy bisa seberuntung samean mbk puan ???ðŸ˜Š;NON-CYBERBULYING
bukandeng; wong cilik ðŸ˜;NON-CYBERBULYING
helmgaulmen; Hahaha?;NON-CYBERBULYING
caloniburt; Gini aja partai 'wong cilik' kemarin mamanya pidato jangan dapat tukang bakso, halahhh halah.;CYBERBULLYING
_ksmmaaa; wong cilik kalo makan ga pake meja yg disarungin gtu bu, lesehan udh paling mntp;CYBERBULLYING
txtdarikokonat; Lebih bagus kamuflase 'wong cilik' nya Baim Wong daripada mbak Rara versi PDIP.;CYBERBULLYING
welanu; Coba makan pecelnya di warung pecel dekat jalan di kawasan industri Tangerang. Mungkin itu akan lebih meyakinkan;NON-CYBERBULYING
fitriahhh44; NT bu;NON-CYBERBULYING
noor_revie; Jangankan mimpi, niat aja udah ketinggian klo mau nyapres.;CYBERBULLYING
putro_vin; Wong cilik di manfaatkan mulu https://t.co/2NmkLIYWc3;NON-CYBERBULYING
AndreBknTolani; Sebutkan prestasi apa yang sudah ibuk raih ? sebagai alasan wong cilik mau memilih iboekk ??;NON-CYBERBULYING
ddaaiisyy_; hmmmmmm;NON-CYBERBULYING
AliTopa97395466; Saya wong sendal jepit ga pilih anda tuuh;CYBERBULLYING
PuanPresidenku; bismillah RI 1;NON-CYBERBULYING
