Comment,Label
"['lapor', 'bu', 'harga', 'bu']",NON-CYBERBULYING
"['the', 'ratio', 'im', 'crying', 'there', 's', 'no', 'hope', 'just', 'give', 'up', 'already']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['urungkan', 'niatmu', 'bun']",NON-CYBERBULYING
"['serius', 'liat', 'warung', 'pecel', 'lele', 'meja', 'bangku', 'nya', 'sekeren', 'ditempat', 'hajatan']",CYBERBULLYING
"['bokeh', 'nya', 'mantul', 'mbak']",NON-CYBERBULYING
"['partai', 'cilik', 'cilik', 'makan', 'durian', 'habis', 'makan', 'pecel', 'ngadi2', 'deh', 'kalo', 'su']",CYBERBULLYING
[],NON-CYBERBULYING
"['ah', 'nih', 'bun']",NON-CYBERBULYING
"['afhh', 'iyahhh']",NON-CYBERBULYING
['bohong'],CYBERBULLYING
"['halah', 'omong', 'kobot', 'kae', 'lo', 'pertalite', 'regane', 'nggak', 'lite']",NON-CYBERBULYING
['cocote'],CYBERBULLYING
[],NON-CYBERBULYING
"['so', 'relate', 'wkwk']",NON-CYBERBULYING
"['jk', 'warung', 'pecel', 'durian', 'dipinggirkn', 'ngibul', 'nya', 'totalitas']",NON-CYBERBULYING
"['xixixixi', 'ngakak', 'abiezz']",NON-CYBERBULYING
"['meja', 'kursinya', 'kayak', 'kondangan', 'jarang', 'menemukan', 'warmak', 'meja', 'kursi', 'diselimutin']",CYBERBULLYING
"['masyarakat', 'lg', 'susah', 'lo', 'pesta', 'ultah']",NON-CYBERBULYING
"['affh', 'iyh', 'bu']",NON-CYBERBULYING
"['nt', 'sih']",NON-CYBERBULYING
"['warung', 'semewah', 'bu', 'maaf', 'rakyat']",NON-CYBERBULYING
"['ngoahahahaha', 'preettt']",NON-CYBERBULYING
"['mbak', 'ga', 'tau', 'sandal', 'jepit', 'merk', 'havainas', 'ya', 'cilik']",NON-CYBERBULYING
['cilik'],NON-CYBERBULYING
"['dukungan', 'pdip', 'nasdem', 'demokrat', 'pks', 'pkb', 'kuat', 'mengusung', 'anies', 'baswedan', 'pua']",NON-CYBERBULYING
"['makan', 'pecel', 'enak', 'lesehan', 'si', 'nyaman', 'asik', 'ngobrolnya']",NON-CYBERBULYING
"['afah', 'iya', 'buk']",NON-CYBERBULYING
"['cilik', 'makannya', 'ngeleseh', 'trus', 'kakinya', 'nekuk']",NON-CYBERBULYING
"['affhh', 'iyhhhh', 'ril', 'khh']",NON-CYBERBULYING
"['pinter', 'kalo', 'cari', 'muka', 'jamin', 'kalah']",CYBERBULLYING
"['pro', 'cilik', 'uu', 'cilaka', 'teken', 'pas', 'kepemimpinan', 'uu', 'bikin', 'cilik', 'susah']",CYBERBULLYING
"['puan', 'jago', 'ya', 'jago', 'pencitraan', 'wuawauwauwauea', 'pritttttttttt']",CYBERBULLYING
"['warung', 'pecelnya', 'bersih', 'ya', 'buk', 'spill', 'tempatnya']",NON-CYBERBULYING
"['kalo', 'partai', 'horang', 'kaya', 'partai', 'buk']",NON-CYBERBULYING
"['atur', 'trus', 'kpu', 'daftar', 'cocok']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['cilik', 'mangan', 'blendrang', 'po', 'maneh', 'ngene', 'iki']",CYBERBULLYING
"['pura', 'pura', 'merakyat', 'aja', 'gagal', 'gimana', 'merakyat', 'beneran', 'awkwk']",CYBERBULLYING
['cuih'],NON-CYBERBULYING
"['sekedar', 'tidur', 'nyenyak', 'aja', 'cilik', 'wakili', 'ama', 'orang', 'partai', 'nasib', 'rakyat', 'indones']",NON-CYBERBULYING
"['seurian', 'we', 'barudaaak']",NON-CYBERBULYING
"['ga', 'diajak', 'tante']",NON-CYBERBULYING
"['duren', 'mahal', 'buk']",NON-CYBERBULYING
"['warung', 'pecel', 'nya', 'fancy', 'yahh', 'bu']",NON-CYBERBULYING
"['mbak', 'menyerahkan', 'mandat', 'ganjar', 'hilanglah', 'k']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['cie', 'cie', 'ngaku', 'partainya', 'cilik', 'cilik', 'miskin']",CYBERBULLYING
"['sang', 'putri', 'berpura2', 'bloon', 'takyat', 'tk', 'tau', 'ap', 'yg', 'tlh', 'perbuat', 'gerombolannya', 'jokowers', 'bkn', 'pdiperz']",NON-CYBERBULYING
['prettt'],NON-CYBERBULYING
"['kalo', 'warung', 'pecelnya', 'mevah', 'kaya', 'gini', 'cilik', 'makan', 'disitu', 'bsk', 'biar', 'kesan']",NON-CYBERBULYING
"['ngga', 'peduli', 'taoi', 'warung', 'pecel', 'cilik', 'manaaa', 'meja', 'kursinya', 'hadeeh', 'ma']",CYBERBULLYING
['licik'],CYBERBULLYING
"['ngapusi', 'selalau']",CYBERBULLYING
['ahmasa'],NON-CYBERBULYING
['menjijikkan'],CYBERBULLYING
"['mbak', 'puan', 'harapan', 'trah', 'soekarno', 'memimpin', 'indonesia', 'r']",NON-CYBERBULYING
"['mbak', 'nggonku', 'udan', 'tulung', 'dipindah', 'yo']",CYBERBULLYING
"['shappp', 'bu', 'puann']",NON-CYBERBULYING
"['mba', 'rara', 'ga', 'turunin', 'harga', 'bbm']",NON-CYBERBULYING
"['nangis', 'bbm', 'harganya', 'loh']",NON-CYBERBULYING
"['spill', 'skincare', 'kak']",NON-CYBERBULYING
['ngabararohonglah'],NON-CYBERBULYING
"['bu', 'puan', 'negeri', '98', 'milih', 'ganjar', 'loh', 'bu', 'kental', 'dgn', 'jokowi']",NON-CYBERBULYING
"['kalo', 'my', 'merakyat', 'tmpat', 'dudukk', 'ny', 'ga', 'spesial', 'gt', 'duduk', 'dmn', 'semesti', 'nya', 'warung', 'pecell', 'biji']",NON-CYBERBULYING
"['pertemuan', 'warung', 'mainnya', 'kapeuh']",NON-CYBERBULYING
['preeetttt'],NON-CYBERBULYING
"['affh', 'iyh']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['kerepmu', 'ra', 'gagas']",NON-CYBERBULYING
"['mudah', 'pilih', 'presiden', 'calon', 'sdh', 'coret', 'duluan']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['warung', 'pecel', 'cilik', 'gak', 'dilapisin', 'pake', 'kain', 'buuu']",NON-CYBERBULYING
"['raimu', 'cilik', 'dapuranmu', 'arep', 'pencitraan', 'ae', 'ndadak', 'nutup', 'dalan', 'marai', 'tanggane', 'raiso', 'dodolan']",CYBERBULLYING
[],NON-CYBERBULYING
"['salamannya', 'bersentuhan', 'uda', 'batal', 'wudhuk', 'donk']",NON-CYBERBULYING
"['monggo', 'buktikan', 'bu', 'perjuangannya', 'nunggu', 'presiden', 'bu', 's']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['warung', 'pecel', 'kondangan', 'ya', 'bu', 'rapih', 'bener', 'nanya', 'aj']",NON-CYBERBULYING
['sak2mu'],NON-CYBERBULYING
"['jejak', 'digital', 'kejam', 'mba', 'berhati2lah', 'mengaku2', 'partai']",NON-CYBERBULYING
"['cilik', 'gemblung', 'la', 'bbm', 'situ', 'setuju']",NON-CYBERBULYING
"['sadar', 'ngga', 'sih', 'nih', 'org', 'yg', 'pegang', 'nih', 'akun', 'ngetwit']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['dukung', 'pilih', 'bu', 'puan', 'kalo', 'bu', 'puan', 'bantu', 'lunasin', 'hutang2']",NON-CYBERBULYING
"['mejanya', 'beda', 'gitu', 'ya']",NON-CYBERBULYING
['preeeetttt'],NON-CYBERBULYING
"['nek', 'meh', 'mangan', 'pecel', 'kae', 'pinggir', 'dalan', 'umpek', 'an', 'ora', 'sing', 'mejone', 'taplakan', 'apik', 'soko', 'ndi', 'warunge']",NON-CYBERBULYING
"['durian', 'dibalik', 'daun', 'gak', 'ditutup', 'pake', 'kardus', 'ya']",NON-CYBERBULYING
"['2', 'insan', 'ngarep', 'presiden']",CYBERBULLYING
"['photo', 'disebelah', 'kiri', 'capres', 'sebelah', 'kanan', 'cawapres', 'muhaimin', 'capres', 'bu', 'puan', 'cawapres']",NON-CYBERBULYING
"['cilik', 'makan', 'pecel', 'proper', 'ya', 'bu', 'meja', 'kursi', 'dipakein', 'sarung', 'bersih', 'it']",CYBERBULLYING
"['apik', 'tenan', 'taplak', 'mejanyaaaa']",NON-CYBERBULYING
"['si', 'cilik']",NON-CYBERBULYING
"['cilik', 'apaaan', 'ciliknya', 'protes', 'kenaikan', 'bbm', 'yg', 'ngaku2', 'partainya', 'cilik', 'membisu', 'suara']",CYBERBULLYING
"['perjuangan', 'oppooooo', 'siiiiii']",NON-CYBERBULYING
"['ga', 'diajak', 'diskusi', 'pemilik', 'warungnya', 'cilik', 'konten', 'doang', 'cihh']",NON-CYBERBULYING
['kasian'],NON-CYBERBULYING
"['halah', 'nyocot']",NON-CYBERBULYING
"['hidup', 'plesiden']",NON-CYBERBULYING
"['cilik', 'maksudmu', 'cebol']",NON-CYBERBULYING
"['sendal', 'jepitnya', 'yg', 'kayak', 'gini', 'gak', 'mbok']",NON-CYBERBULYING
"['belajar', 'ya', 'bu', 'actingnya']",NON-CYBERBULYING
"['jokowi', 'mati', 'ganjar', 'penerus', 'jokowi', 'pemimpin', 'yg', 'terlahir', 'kesederhanaan', 'n', 'adan']",NON-CYBERBULYING
"['a', 'joke']",NON-CYBERBULYING
"['ya', 'hahahahhahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha']",NON-CYBERBULYING
"['senang', 'lihat', 'pejabat', 'makan', 'enak', 'fasilitas', 'mewah', 'maju', 'republik', 'oligarki', 'tercinta', 'tiada', 'untukmu']",CYBERBULLYING
"['malu', 'tp', 'gak']",NON-CYBERBULYING
"['stand', 'up', 'comedy', 'tenggelamkan']",NON-CYBERBULYING
"['kocak', 'bet', 'lu']",NON-CYBERBULYING
"['apus', 'apus']",NON-CYBERBULYING
"['bu', 'cilik', 'ngombe', 'e', 'nggo', 'air', 'putih', 'neng', 'gelas', 'kopi', 'ora', 'aqua', 'po', 'meneh', 'mung', 'ukuran', 'semene']",CYBERBULLYING
"['ra', 'nduwe', 'isin', 'tenan', 'iki', 'tukang', 'matiin', 'mic', 'isih', 'adol', 'cilik']",NON-CYBERBULYING
"['sungguh', 'malu', 'energi', 'perjuangan', 'perasaan', 'anggota', 'par']",NON-CYBERBULYING
"['partai', 'mkn', 'hak', 'cilik', 'maksudnya', 'kali']",CYBERBULLYING
"['sadar', 'botol', 'liat', 'komenan', 'gak', 'yg', 'dukung', 'lo', 'org', 'demo', 'bbm', 'turun', 'kedepan', 'ka']",NON-CYBERBULYING
['y'],NON-CYBERBULYING
"['beliau', 'kocak']",CYBERBULLYING
"['lucu', 'banget', 'gimmicknya', 'mbak', 'rara']",NON-CYBERBULYING
"['cilik', 'gak', 'kenal', 'kexnya', 'gk', 'butuh', 'cilik']",NON-CYBERBULYING
"['wajah', 'raramu', 'cilik', 'subsidi', 'bbm', 'dihapus', 'pensiunan', 'menteri', 'dpr']",NON-CYBERBULYING
"['cilik', 'gak', 'ngerti', 'aplikasi', 'gae', 'tuku', 'bbm', 'cilik', 'nek', 'desa', 'ono', 'gawe', 'gak', 'atek', 'catering', 'iseh', 'on']",NON-CYBERBULYING
"['cilik', 'my', 'ass']",NON-CYBERBULYING
"['mang', 'eak']",NON-CYBERBULYING
"['maaf', 'warung', 'pecel', 'kursi', 'mejanya', 'mewah']",NON-CYBERBULYING
"['keren', 'resto', 'pecel', 'nya', 'fine', 'dining', 'gitu']",NON-CYBERBULYING
"['jujur', 'gak', 'suka', 'omong', 'kosong']",NON-CYBERBULYING
"['halah', 'mah', 'ngopo']",NON-CYBERBULYING
['omongkosong'],NON-CYBERBULYING
"['cieeee', 'yg', 'kencan']",NON-CYBERBULYING
"['tisunya', 'cilik', 'kek', 'gini', 'mam']",CYBERBULLYING
"['cilik', 'cilik', 'omongtok', 'suu', 'warung', 'pecel', 'yo', 'neng', 'kedungwaru', 'kene', 'lo', 'sing', 'tuku', 'rame', 'warung', 'opo', 'sepi', 'ngono']",CYBERBULLYING
"['liat', 'warung', 'cilik', 'luas', 'pake', 'taplak', 'putih', 'gitu']",NON-CYBERBULYING
"['kayak', 'nya', 'terlambat', 'mbak', 'krn', 'pemilu', 'ya']",NON-CYBERBULYING
"['cilik', 'kalo', 'salaman', 'foto', 'diabadiin', 'ajak', 'kerabat', 'diangkat', 'ja']",NON-CYBERBULYING
"['warung', 'pecel', 'nggon', 'nggo', 'mangan', 'modelan', 'e', 'gaono', 'mejo', 'taplaki', 'kain', 'putih', 'bu', 'onok', 'e', 'disa']",NON-CYBERBULYING
"['cilik', 'naroh', 'peyek', 'lebihan', 'porsi', 'langsung', 'keleleran', 'meja', 'makan', 'piring', 'laennya']",NON-CYBERBULYING
"['cilik', 'yg', 'suka', 'matiin', 'mik', 'bbm', 'rakyat', 'tercekik']",CYBERBULLYING
"['warung', 'pecel', 'pake', 'taplak', 'bagus', 'kah']",NON-CYBERBULYING
"['ngelawak', 'nih', 'si', 'puan']",NON-CYBERBULYING
"['desertnya', 'cilik', 'jeruk', '10rb', 'kg', 'buk', 'yg', 'kadang', 'asem', 'kadang', 'asem', 'banget', 'penj']",NON-CYBERBULYING
"['here', 'is', 'the', 'real', 'warung', 'sego', 'pecel', 'mam']",NON-CYBERBULYING
['oh'],NON-CYBERBULYING
"['berpihak', 'cilik', 'perjuangan', 'keadilan', 'sosial', 'rakyat']",NON-CYBERBULYING
['mosokkkk'],NON-CYBERBULYING
"['subsidi', 'pecel']",NON-CYBERBULYING
"['pupuk', 'aman']",NON-CYBERBULYING
"['buk', 'netijen', 'orang', 'goblok', 'yg', 'ibuk', 'pikirin']",CYBERBULLYING
"['halah', 'kopet']",NON-CYBERBULYING
"['partai', 'cilik', 'maaf', 'gede']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['dilaut', 'bu', 'laut', 'ya', 'nyemplung', 'aja', 'kelaut']",CYBERBULLYING
"['yg', 'mbak', 'puan']",NON-CYBERBULYING
"['padamu', 'mb', 'maharani']",NON-CYBERBULYING
"['mbak', 'rara', 'diusung', 'partai', 'nih']",NON-CYBERBULYING
"['rakyat', 'nya', 'langsung', 'matiin', 'mic']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['caption', 'bu', 'puan', 'dadi', 'serangan', 'ambisi', 'komentar', 'kepandaian', 'beliau', 'gaya', 'komunikasi']",NON-CYBERBULYING
"['warung', 'pecel', 'serapi', 'ya']",NON-CYBERBULYING
"['ngaku', 'cilik', 'kerjanya', 'malin', 'duit', 'rakyat', 'bikin', 'malu', 'aja']",CYBERBULLYING
"['hmm', 'merdu', 'lagu', 'terputar']",NON-CYBERBULYING
"['maaf', 'ilfil']",NON-CYBERBULYING
"['orang', 'miskin', 'cilik', 'akar', 'rumput', 'energi', 'partainya', 'klo', 'sampe', 'indonesia', 'gk', 'orang', 'miski']",CYBERBULLYING
['hai'],NON-CYBERBULYING
"['ya', 'sbenernya', 'sih', 'ampe', 'berbusa', 'kritik', 'komen', 'saran', 'nasihat', 'cacian', 'gabakal', 'dengar', 'jug']",NON-CYBERBULYING
"['coba', 'warkop', 'bu']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['halah', 'acting']",NON-CYBERBULYING
"['si', 'cilik']",NON-CYBERBULYING
"['cilik', 'gk', 'tuh']",CYBERBULLYING
"['affa', 'iyah']",NON-CYBERBULYING
"['gaji', 'tunjangan', 'pejabat', 'dikurangi', 'lembaga', 'gapenting', 'dibubarin', 'uangnya', 'subsidi']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['komennya', 'negatif', 'lho', 'bu', 'nyalonin', '2024', 'bu']",NON-CYBERBULYING
"['taik', 'taik', 'taik']",NON-CYBERBULYING
"['perjuangan', 'ah', 'yg', 'bener', 'kmu']",NON-CYBERBULYING
"['warung', 'pecel', 'duren', 'mba', 'rara']",NON-CYBERBULYING
"['bu', 'puan', 'mending', 'ganti', 'pr', 'consultant', 'nya', 'bu']",NON-CYBERBULYING
"['info', 'warung', 'pecel', 'yg', 'mejanya', 'da', 'taplak', 'putih', 'bersih', 'gaes']",CYBERBULLYING
"['pretttt', 'sdh', 'muak', 'dg', 'jargon', 'cilik', 'dijadikan', 'jargon', 'belaka']",NON-CYBERBULYING
"['partai', 'cilik', 'tp', 'bbm', 'diem', 'aja', 'kelas', 'diatas', 'miskin', 'berpotensi', 'mi']",NON-CYBERBULYING
"['sing', 'cilik', 'apane']",NON-CYBERBULYING
"['ho', 'oh', 'tenaan']",NON-CYBERBULYING
"['gawe', 'politik', 'jualan', 'narasi', 'partai', 'cilik', 'tujuan', 'mengaduk', 'sentimentil', 'ni']",CYBERBULLYING
"['cilik', 'krasa', 'nek', 'bbm', 'munggah', 'gajine', 'tetep', 'rendah', 'sih', 'bu', 'tenan', 'biasane', 'bensin', '15', 'ewu']",NON-CYBERBULYING
"['green', 'screen']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['terhormat', 'ga', 'capek', 'pura', 'pura']",NON-CYBERBULYING
"['ngelawak', 'ya', 'bu', 'wkwkwkwkwk']",NON-CYBERBULYING
"['mbk', 'rara', 'ngapain']",NON-CYBERBULYING
"['partai', 'cilik', 'tp', 'ngatain', 'tukang', 'bakso', 'jhaa']",NON-CYBERBULYING
"['oalahh', 'yaa']",NON-CYBERBULYING
"['jualannya', 'mengatasnamakan', 'cilik']",NON-CYBERBULYING
"['oh', 'afh', 'iyh']",NON-CYBERBULYING
['cot'],NON-CYBERBULYING
"['affh', 'iyah']",NON-CYBERBULYING
"['info', 'loker', 'bu', 'gaji', '3', 'digit']",NON-CYBERBULYING
"['kasian', 'kakeknya']",NON-CYBERBULYING
"['tidac', 'banner', 'gambar', 'lele', 'ayam', 'burung', 'dll', 'dgn', 'warna2', 'grifone', 'street', 'wear']",NON-CYBERBULYING
"['gk', 'nangis2', 'lg', 'kn', 'bbm']",NON-CYBERBULYING
"['hilih', 'kii', 'wing', 'cilik', 'cibi', 'gijimi', 'imr', 'yigyikirti', 'mik', 'mingkis', 'mingkis', 'nik', 'simbingin', 'gidin']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['ndase', 'alot']",CYBERBULLYING
"['meja', 'makan', 'warungnya', 'bagus', 'ya']",NON-CYBERBULYING
"['maaf', 'mbak', 'pdip', 'redup', 'dimata', 'cilik']",NON-CYBERBULYING
"['naif', 'bu']",NON-CYBERBULYING
"['bathuk', 'e', 'anget']",NON-CYBERBULYING
"['merakyat', 'liat', 'jess', 'no', 'limit', 'sisca', 'kohl', 'makan', 'warteg']",CYBERBULLYING
"['ngaku', 'cilik', 'bikin', 'rakyat', 'sengsara', 'kenaikan', 'harga', 'bbm', 'n', 'bahan', 'pokok']",NON-CYBERBULYING
"['cilik', 'e', 'pinter2', 'mba', '2', 'periode', 'negara', 'amburadul', 'bbm', 'mer']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['durian', 'musang', 'king']",NON-CYBERBULYING
"['warung', 'pecel', 'protokoler']",NON-CYBERBULYING
"['cilik', 'minumnya', 'aer', 'kendi', 'ceret', 'aqua', 'makan', 'duren', 'mehong', 'buuukk']",NON-CYBERBULYING
"['cuilik', 'dessertnya', 'buah', 'duren']",NON-CYBERBULYING
"['bravo', 'paleng', 'mengunci', 'prabowo', 'utk', 'maju', '4', 'kalinya']",NON-CYBERBULYING
"['apfaaah', 'iyaaaaaah', 'buk']",NON-CYBERBULYING
"['klw', 'bicara', 'cilik', 'warteg', 'jan', 'mbingungi', 'bahasa', 'ne', 'pinter']",NON-CYBERBULYING
"['dikantor', 'dirumah', 'dua2nya', 'sama2', 'plekok', 'udeh', 'gitu', 'aja']",CYBERBULLYING
"['afh', 'iyhhh']",NON-CYBERBULYING
"['partai', 'cilik', 'mendengarkan', 'mendukung', 'aspirasi', 'rakyat', 'khianati', 'rakyat', 'ego', 'pribadi']",NON-CYBERBULYING
"['akar', 'rumput', 'ga', 'makan', 'meja', 'kondangan', 'kaya', 'gitu', 'bu', 'makan', 'ayam', 'bakar', '17rebuan']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['tp', 'bu', 'outfit', 'mahal']",NON-CYBERBULYING
"['strategi', 'masuk', 'gorong', 'gorong', 'udah', 'gakepake', 'kalik']",CYBERBULLYING
"['dewan', 'kolonel', 'klo', 'citra', 'mbok', 'ya', 'riset', 'konsep', 'warung', 'cilik', 'kaya', 'gimana']",CYBERBULLYING
"['orang', 'kaya', 'gini', 'capres', 'tweet', 'foto', 'nya', 'aja', 'udh', 'beda', 'kinerjanya', 'pencitraan', 'doang', 'yg']",CYBERBULLYING
"['contoh', 'tukang', 'baso', 'mba', 'skdar', 'nanya']",NON-CYBERBULYING
"['hahahahahahahahaha', 'lucuuuuuuu']",CYBERBULLYING
"['hayo', 'loh', 'dikibulin']",CYBERBULLYING
"['sok', 'merakyat']",CYBERBULLYING
"['partai', 'cilik', 'kebijakan2nya', 'membebani', 'cilik', 'han']",NON-CYBERBULYING
"['afkh', 'iyhhhh']",NON-CYBERBULYING
"['pantes', 'mbaknya']",NON-CYBERBULYING
"['pertemuan', 'formal', 'warung', 'warung', 'tegal']",CYBERBULLYING
"['bukanya', 'ibunda', 'mengajarkan', 'menjauhi', 'cilik', 'mba', 'ko', 'skrg', 'berubah']",CYBERBULLYING
['hilihh'],NON-CYBERBULYING
"['pinter', 'banget', 'bikin', 'kontennya']",NON-CYBERBULYING
"['bu', 'jamannya', 'konten', 'raw', 'alias', 'mentah', 'alias', 'real', 'capture', 'pengko']",NON-CYBERBULYING
"['sak', 'polahmu', 'cah', 'cah', 'ra', 'peduli', 'ro', 'tingkah', 'mu']",NON-CYBERBULYING
"['hahaha', 'pertemuan', 'yg', 'teekonsep', 'rapih', 'yah', 'gas', 'tiba2', 'makan', 'kaki', 'pengawalan', 'k']",NON-CYBERBULYING
"['makannya', 'gelandangan', 'dibawah', 'jembatan', 'makan', 'tpa', 'orang', 'oran']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['terserahh', 'mu', 'bu', 'bu']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['cilik', 'nya', 'dilestarikan', 'ya', 'bu', 'xixi', 'ngakak', 'abiz']",CYBERBULLYING
"['bu', 'mening', 'jd', 'ba', 'skincare', 'aja']",NON-CYBERBULYING
"['sendal', 'jepit']",NON-CYBERBULYING
"['gimana', 'elu', 'dah']",NON-CYBERBULYING
"['pdip', 'mohon', 'ga', 'nyapres']",NON-CYBERBULYING
"['meja', 'warung', 'pecel', 'bagus', 'gini', 'deket', 'rumah', 'ga', 'mejaa', 'bu']",NON-CYBERBULYING
"['haha', 'haha', 'jgn', 'pkb']",NON-CYBERBULYING
"['lanjutkan', 'mbak', 'puan', 'presiden', 'bismillah', 'dapet', 'transferan', '1jt']",NON-CYBERBULYING
"['cilik', 'batuk', 'mu', 'bu']",CYBERBULLYING
"['aja', 'sok', 'an', 'cilikkk', 'bbm', 'sembako', 'nohhhhh', 'urussss']",CYBERBULLYING
"['makan', 'warung', 'pecel', 'nenek', 'gue', 'asli', 'cilik']",CYBERBULLYING
"['partai', 'cilik', 'partai', 'sandal', 'jepit', 'pantes', 'jd', 'org', 'pake', 'sandal', 'jepit', 'u']",NON-CYBERBULYING
"['nining', '112', 'mantan']",NON-CYBERBULYING
"['warung', 'pecel', 'berani2nya', 'pake', 'taplak', 'meja', 'warna', 'putih', 'tida', 'takut', 'kotor', 'abis', 'kunjungan', 'd']",NON-CYBERBULYING
"['huahahahahahahaaaaa', 'cilik', 'ndasmu']",CYBERBULLYING
"['ga', 'nangis', 'bu', 'bbm', 'naek', 'nih', 'cuaks']",CYBERBULLYING
"['cilik', 'koq', 'pake', 'kursi', 'futura', 'dicoverin']",CYBERBULLYING
"['kursi', 'mejanya', 'centil', 'pake', 'gaun', 'putih', 'mbak', 'rara']",CYBERBULLYING
"['maaf', 'sandal', 'jepit', 'klo', 'warung', 'minumnya', 'aqua', 'botol', 'teh', 'tawar', 'biar', 'gratis']",CYBERBULLYING
"['akun', 'official', 'sih', 'reply', 'nya', 'ga', 'buzzer']",NON-CYBERBULYING
"['wes', 'ora', 'iso', 'model', 'ngene', 'saiki', 'bu']",NON-CYBERBULYING
"['reneo', 'samplong', 'sandal', 'jepit', 'wae']",NON-CYBERBULYING
['why'],NON-CYBERBULYING
"['bagusan', 'makan', 'warung', 'bakso', 'si', 'mah']",NON-CYBERBULYING
['halah'],NON-CYBERBULYING
"['maaf', 'bu', 'ya', 'klu', 'partai', 'cilik', 'nggak', 'matiin', 'mic', 'aja', 'nggak', 'dengar', 'jeritan', 'c']",CYBERBULLYING
"['ciyus', 'miapah']",NON-CYBERBULYING
['pecel'],NON-CYBERBULYING
[],NON-CYBERBULYING
"['pansos', 'tp', 'ga', 'merakyat', 'taunya', '2024', 'banteng', 'rakyat', 'berar']",CYBERBULLYING
"['partai', 'bela', 'cilik']",NON-CYBERBULYING
"['si', 'warung']",NON-CYBERBULYING
"['gimpiii', 'jgn', 'harep', 'cari', 'simpati', 'rakyat', '2024', 'tengelam', 'partai']",CYBERBULLYING
"['lelah', 'mencari', 'pro', 'ketemu']",NON-CYBERBULYING
"['contoh', 'ya']",NON-CYBERBULYING
"['warung', 'yakarna', 'nyalon']",NON-CYBERBULYING
"['tenggelamkan', 'pdip', '2024']",CYBERBULLYING
['wkkwkwkw'],NON-CYBERBULYING
"['miya', 'skin', 'legend']",NON-CYBERBULYING
"['puan', 'lihat', 'sesi', 'komen', 'endak', 'udah', 'tau', 'ga', 'percaya', 'ngeyel']",NON-CYBERBULYING
"['mbak', 'belajar', 'pasang', 'baliho', 'tho']",NON-CYBERBULYING
"['giliran', 'rakyat', 'gedung', 'g', 'menemui', 'merayakan', 'ultah', 'huehehehe']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['hiayin', 'aja', 'ah']",NON-CYBERBULYING
"['terpantau', 'arahan', 'buzzer', 'utk', 'narasi', 'melepaskan', 'image', 'buruk', 'pdi', 'kader2nya', 'kader', 'ya']",NON-CYBERBULYING
"['asa', 'teu', 'kieu', 'meja', 'na', 'da']",NON-CYBERBULYING
"['warung', 'pecel', 'nyediain', 'duren', 'duren', 'kualitas', 'mahal']",NON-CYBERBULYING
"['wkwkwkwk', 'cilik', 'marai', 'mumet']",NON-CYBERBULYING
"['berhalusinasi', 'ngelindur', 'bu']",NON-CYBERBULYING
"['iyee', 'lempar2', 'kaos', 'lihat', 'yg', 'menerima', 'indahnya', 'jd', 'penguasa', 'sah']",CYBERBULLYING
"['kakean', 'cliwik', 'bune']",NON-CYBERBULYING
"['warung', 'elit', 'mah', 'pake', 'duren']",NON-CYBERBULYING
"['warungnya', 'dmn', 'ya', 'bu', 'spill']",NON-CYBERBULYING
"['ngaku', 'cilik', 'ga', 'cilik']",NON-CYBERBULYING
"['affah', 'iyyahhh']",NON-CYBERBULYING
"['partai', 'cilik', 'pas', 'demo', 'ngerayain', 'ulang']",NON-CYBERBULYING
[],NON-CYBERBULYING
"['sekedar', 'nanya', 'prestasi', 'berdua', 'yg', 'mencerminkan', 'kebijakan', 'utk', 'cilik']",NON-CYBERBULYING
"['matiin', 'mic', 'cilik', 'licik', 'sech']",CYBERBULLYING
"['durennya', 'duren', 'mahal', 'lho', 'rakyat', 'jelata']",NON-CYBERBULYING
"['memanfaat', 'akar', 'rumput', 'pemilu', 'sj', 'hbs', 'kepilih', 'program', 'manis2', 'he', 'he', 'he']",NON-CYBERBULYING
"['cilik', 'kalo', 'makan', 'siang', 'pecel', 'lele', 'makanan', 'penutup', 'nya', 'durian', 'bu', 'puan', 'm']",NON-CYBERBULYING
"['calon', 'presiden']",NON-CYBERBULYING
"['your', 'head', 'cilik']",CYBERBULLYING
"['mohon', 'teman', 'teman', 'netizen', 'berhati', 'hati', 'tindak', 'pencitraan', 'elit', 'hehee', 'men']",CYBERBULLYING
